sale_id,customer_id,product_id,store_id,promo_id,quantity,unit_price,discount_amount,tax_amount,final_amount,sale_date,payment_method,sale_status
5174,998,13,5,7,3,12999,1949.85,6668.49,43715.64,2024-10-20,Debit Card,Completed
5175,872,23,13,13,4,449,179.6,290.95,1907.35,2024-01-18,Net Banking,Returned
5176,1832,22,9,14,5,299,448.5,188.37,1234.87,2024-12-22,Debit Card,Returned
5177,645,15,5,3,1,7999,0.0,1439.82,9438.82,2024-07-21,EMI,Completed
5178,938,21,3,14,3,599,0.0,323.46,2120.46,2024-09-15,Net Banking,Returned
5179,484,21,10,15,5,599,449.25,458.23,3003.98,2024-04-20,Net Banking,Completed
5180,108,3,3,9,5,114999,28749.75,98324.14,644569.39,2024-02-26,Net Banking,Cancelled
5181,545,12,11,15,2,8999,1799.8,2915.68,19113.88,2024-05-06,Net Banking,Returned
5182,30,9,8,1,3,4999,0.0,2699.46,17696.46,2024-09-04,EMI,Returned
5183,412,13,6,3,5,12999,16248.75,8774.32,57520.57,2024-07-10,Net Banking,Returned
5184,366,14,15,5,1,3999,199.95,683.83,4482.88,2024-12-08,EMI,Completed
5185,962,7,6,15,1,12999,0.0,2339.82,15338.82,2024-07-05,Net Banking,Completed
5186,379,3,3,8,1,114999,0.0,20699.82,135698.82,2024-10-09,Debit Card,Completed
5187,1352,17,14,12,5,8999,0.0,8099.1,53094.1,2024-07-07,Credit Card,Completed
5188,1446,10,3,11,4,2999,2399.2,1727.42,11324.22,2024-01-11,UPI,Returned
5189,1106,24,14,1,3,28,21.0,11.34,74.34,2024-10-02,Credit Card,Completed
5190,1339,20,1,7,1,3999,199.95,683.83,4482.88,2024-05-17,UPI,Completed
5191,1684,21,7,11,2,599,0.0,215.64,1413.64,2024-10-28,Cash,Completed
5192,889,24,15,9,5,28,35.0,18.9,123.9,2024-08-13,UPI,Cancelled
5193,1021,2,7,2,1,89999,22499.75,12149.86,79649.11,2024-05-19,Net Banking,Completed
5194,1704,9,13,8,2,4999,2499.5,1349.73,8848.23,2024-01-17,UPI,Completed
5195,1502,19,2,15,3,4999,1499.7,2429.51,15926.81,2024-04-10,Net Banking,Returned
5196,897,3,11,13,2,114999,68999.4,28979.75,189978.35,2024-12-25,Net Banking,Completed
5197,382,3,15,12,4,114999,114999.0,62099.46,407096.46,2024-06-03,UPI,Cancelled
5198,666,9,6,15,4,4999,3999.2,2879.42,18876.22,2024-03-03,Cash,Completed
5199,595,25,9,15,3,199,0.0,107.46,704.46,2024-05-20,Credit Card,Completed
5200,1037,12,15,8,1,8999,899.9,1457.84,9556.94,2024-02-25,EMI,Cancelled
5201,1238,17,9,15,2,8999,3599.6,2591.71,16990.11,2024-04-16,EMI,Completed
5202,1406,19,3,3,2,4999,0.0,1799.64,11797.64,2024-04-14,EMI,Completed
5203,1181,19,14,15,2,4999,0.0,1799.64,11797.64,2024-06-09,Cash,Completed
5204,30,15,12,4,2,7999,0.0,2879.64,18877.64,2024-12-04,EMI,Completed
5205,593,23,5,15,3,449,202.05,206.09,1351.04,2024-08-02,Net Banking,Completed
5206,146,12,14,9,1,8999,2249.75,1214.87,7964.12,2024-11-28,EMI,Completed
5207,800,1,5,11,4,129999,155998.8,65519.5,429516.7,2024-10-28,Credit Card,Returned
5208,174,4,7,10,3,129999,97499.25,52649.6,345147.35,2024-11-30,Net Banking,Completed
5209,1886,22,8,13,3,299,224.25,121.09,793.84,2024-08-09,Net Banking,Completed
5210,1764,9,8,13,1,4999,1499.7,629.87,4129.17,2024-06-29,Credit Card,Completed
5211,1025,22,12,11,2,299,119.6,86.11,564.51,2024-06-08,Debit Card,Completed
5212,1898,6,2,15,3,15999,0.0,8639.46,56636.46,2024-05-27,Cash,Returned
5213,1101,17,8,15,2,8999,5399.4,2267.75,14866.35,2024-09-13,Net Banking,Completed
5214,959,12,5,9,2,8999,0.0,3239.64,21237.64,2024-01-03,Net Banking,Completed
5215,1407,23,9,12,1,449,89.8,64.66,423.86,2024-11-06,Credit Card,Returned
5216,1694,18,8,8,5,24999,24999.0,17999.28,117995.28,2024-12-17,Debit Card,Completed
5217,127,13,13,15,2,12999,2599.8,4211.68,27609.88,2024-07-31,Net Banking,Completed
5218,1197,2,4,6,1,89999,8999.9,14579.84,95578.94,2024-05-06,UPI,Completed
5219,183,18,12,7,5,24999,6249.75,21374.15,140119.4,2024-05-03,UPI,Completed
5220,223,4,13,15,3,129999,0.0,70199.46,460196.46,2024-07-24,Debit Card,Completed
5221,1028,18,6,11,5,24999,31248.75,16874.33,110620.58,2024-06-12,Debit Card,Completed
5222,1427,10,6,5,5,2999,2999.0,2159.28,14155.28,2024-02-23,Debit Card,Completed
5223,567,7,7,15,3,12999,5849.55,5966.54,39113.99,2024-08-20,EMI,Returned
5224,433,11,2,15,5,1999,2998.5,1259.37,8255.87,2024-04-12,EMI,Returned
5225,935,23,15,3,2,449,134.7,137.39,900.69,2024-06-27,Net Banking,Completed
5226,1872,20,7,8,2,3999,2399.4,1007.75,6606.35,2024-12-30,Cash,Completed
5227,1456,24,9,14,3,28,0.0,15.12,99.12,2024-08-25,EMI,Returned
5228,1892,5,6,13,1,29999,0.0,5399.82,35398.82,2024-11-03,Cash,Cancelled
5229,1195,4,13,14,2,129999,25999.8,42119.68,276117.88,2024-08-05,Cash,Completed
5230,1299,16,7,6,5,5999,1499.75,5129.14,33624.39,2024-07-20,EMI,Returned
5231,582,5,7,15,3,29999,0.0,16199.46,106196.46,2024-09-05,Cash,Completed
5232,392,14,8,2,1,3999,0.0,719.82,4718.82,2024-03-08,EMI,Completed
5233,1666,3,10,2,5,114999,86249.25,87974.24,576719.99,2024-12-12,Credit Card,Completed
5234,385,18,11,15,2,24999,0.0,8999.64,58997.64,2024-03-06,UPI,Completed
5235,1305,3,10,2,3,114999,51749.55,52784.54,346031.99,2024-07-14,Credit Card,Completed
5236,1671,24,5,14,2,28,0.0,10.08,66.08,2024-01-19,UPI,Completed
5237,690,14,7,7,2,3999,399.9,1367.66,8965.76,2024-12-13,Debit Card,Completed
5238,1069,5,5,7,2,29999,11999.6,8639.71,56638.11,2024-03-06,Debit Card,Completed
5239,1380,18,2,9,1,24999,1249.95,4274.83,28023.88,2024-01-28,EMI,Completed
5240,643,11,14,15,3,1999,0.0,1079.46,7076.46,2024-12-10,Debit Card,Completed
5241,126,5,15,10,5,29999,14999.5,24299.19,159294.69,2024-04-07,Debit Card,Completed
5242,1000,9,6,1,5,4999,1249.75,4274.14,28019.39,2024-05-06,Credit Card,Returned
5243,111,19,11,15,1,4999,0.0,899.82,5898.82,2024-05-15,Debit Card,Completed
5244,620,7,2,1,5,12999,0.0,11699.1,76694.1,2024-08-27,Net Banking,Completed
5245,1371,18,3,8,3,24999,3749.85,12824.49,84071.64,2024-03-07,Net Banking,Completed
5246,1290,21,4,15,4,599,359.4,366.59,2403.19,2024-06-24,Debit Card,Completed
5247,815,3,8,5,4,114999,68999.4,70379.39,461375.99,2024-08-31,Credit Card,Completed
5248,657,10,9,4,3,2999,2249.25,1214.6,7962.35,2024-02-19,Credit Card,Completed
5249,833,14,2,11,2,3999,399.9,1367.66,8965.76,2024-10-22,EMI,Completed
5250,1244,9,3,15,1,4999,0.0,899.82,5898.82,2024-02-05,Debit Card,Completed
5251,1913,21,2,7,3,599,89.85,307.29,2014.44,2024-11-21,Credit Card,Returned
5252,104,14,3,15,5,3999,5998.5,2519.37,16515.87,2024-11-09,EMI,Completed
5253,1033,6,15,10,4,15999,15999.0,8639.46,56636.46,2024-04-06,Credit Card,Cancelled
5254,1812,19,2,5,5,4999,0.0,4499.1,29494.1,2024-04-23,Net Banking,Completed
5255,1411,20,2,5,4,3999,2399.4,2447.39,16043.99,2024-11-02,Credit Card,Returned
5256,1428,12,6,15,1,8999,899.9,1457.84,9556.94,2024-04-02,UPI,Cancelled
5257,184,14,11,6,2,3999,0.0,1439.64,9437.64,2024-12-27,Net Banking,Cancelled
5258,1478,22,6,3,1,299,0.0,53.82,352.82,2024-05-21,Debit Card,Completed
5259,807,9,15,7,4,4999,1999.6,3239.35,21235.75,2024-05-28,Debit Card,Completed
5260,1687,6,12,14,5,15999,0.0,14399.1,94394.1,2024-05-09,Credit Card,Completed
5261,1414,25,15,1,1,199,49.75,26.86,176.11,2024-11-18,Credit Card,Completed
5262,1884,15,7,15,2,7999,2399.7,2447.69,16045.99,2024-03-21,Net Banking,Returned
5263,97,21,9,15,5,599,449.25,458.23,3003.98,2024-12-08,Net Banking,Completed
5264,116,20,15,7,2,3999,2399.4,1007.75,6606.35,2024-07-09,Credit Card,Completed
5265,30,2,10,2,1,89999,17999.8,12959.86,84959.06,2024-04-18,EMI,Completed
5266,701,17,12,14,4,8999,8999.0,4859.46,31856.46,2024-06-18,Debit Card,Completed
5267,758,18,7,4,4,24999,0.0,17999.28,117995.28,2024-10-10,EMI,Completed
5268,1975,15,11,1,2,7999,1599.8,2591.68,16989.88,2024-05-20,Net Banking,Cancelled
5269,444,8,3,10,4,14999,8999.4,9179.39,60175.99,2024-11-28,EMI,Completed
5270,1753,17,5,3,3,8999,2699.7,4373.51,28670.81,2024-07-29,EMI,Completed
5271,682,4,8,11,4,129999,25999.8,88919.32,582915.52,2024-06-09,UPI,Returned
5272,751,4,13,15,4,129999,103999.2,74879.42,490876.22,2024-07-02,EMI,Returned
5273,740,19,7,11,4,4999,0.0,3599.28,23595.28,2024-01-22,EMI,Completed
5274,1445,8,8,11,2,14999,0.0,5399.64,35397.64,2024-10-18,Net Banking,Cancelled
5275,558,17,5,5,1,8999,0.0,1619.82,10618.82,2024-10-15,Credit Card,Completed
5276,1989,5,6,3,3,29999,13499.55,13769.54,90266.99,2024-06-29,Net Banking,Returned
5277,1299,12,14,7,4,8999,0.0,6479.28,42475.28,2024-04-27,Net Banking,Completed
5278,847,2,5,3,3,89999,0.0,48599.46,318596.46,2024-08-07,Debit Card,Completed
5279,118,6,10,15,1,15999,4799.7,2015.87,13215.17,2024-02-09,Credit Card,Completed
5280,318,6,10,5,1,15999,0.0,2879.82,18878.82,2024-11-13,Credit Card,Completed
5281,1308,25,3,10,2,199,0.0,71.64,469.64,2024-03-26,Cash,Cancelled
5282,757,2,2,10,5,89999,89999.0,64799.28,424795.28,2024-03-09,Cash,Completed
5283,53,15,13,14,5,7999,5999.25,6119.23,40114.98,2024-04-11,Cash,Completed
5284,1887,18,8,7,3,24999,18749.25,10124.59,66372.34,2024-07-25,Net Banking,Cancelled
5285,1278,1,1,15,5,129999,0.0,116999.1,766994.1,2024-06-08,Debit Card,Completed
5286,883,13,7,10,5,12999,3249.75,11114.15,72859.4,2024-08-08,EMI,Completed
5287,1393,19,11,10,2,4999,2999.4,1259.75,8258.35,2024-07-28,Cash,Completed
5288,1800,22,12,12,1,299,89.7,37.67,246.97,2024-06-16,Debit Card,Returned
5289,371,11,13,14,2,1999,999.5,539.73,3538.23,2024-04-04,Net Banking,Completed
5290,1159,25,14,5,2,199,0.0,71.64,469.64,2024-06-16,Net Banking,Cancelled
5291,1669,6,8,8,3,15999,9599.4,6911.57,45309.17,2024-10-03,EMI,Returned
5292,1458,6,8,2,3,15999,11999.25,6479.59,42477.34,2024-03-31,Credit Card,Cancelled
5293,1393,8,5,9,4,14999,11999.2,8639.42,56636.22,2024-07-22,UPI,Completed
5294,724,4,15,10,5,129999,129999.0,93599.28,613595.28,2024-02-14,Cash,Completed
5295,776,17,7,6,5,8999,13498.5,5669.37,37165.87,2024-07-16,EMI,Cancelled
5296,1065,23,9,15,5,449,0.0,404.1,2649.1,2024-05-19,Debit Card,Returned
5297,1832,9,15,1,2,4999,1499.7,1529.69,10027.99,2024-02-12,Cash,Completed
5298,1274,23,6,14,1,449,22.45,76.78,503.33,2024-12-07,Debit Card,Completed
5299,97,18,9,8,2,24999,0.0,8999.64,58997.64,2024-10-05,Credit Card,Returned
5300,57,4,7,7,3,129999,97499.25,52649.6,345147.35,2024-08-03,Cash,Completed
5301,1648,5,11,7,4,29999,29999.0,16199.46,106196.46,2024-11-04,Credit Card,Cancelled
5302,1987,20,9,1,1,3999,0.0,719.82,4718.82,2024-03-22,UPI,Completed
5303,790,7,2,15,3,12999,0.0,7019.46,46016.46,2024-01-16,UPI,Cancelled
5304,314,8,10,4,3,14999,0.0,8099.46,53096.46,2024-04-20,UPI,Completed
5305,497,13,11,7,1,12999,1299.9,2105.84,13804.94,2024-01-03,Cash,Returned
5306,364,3,3,15,1,114999,0.0,20699.82,135698.82,2024-05-05,UPI,Returned
5307,1219,14,8,6,1,3999,0.0,719.82,4718.82,2024-04-03,Cash,Completed
5308,1238,1,15,8,1,129999,32499.75,17549.86,115049.11,2024-09-05,EMI,Completed
5309,817,19,12,1,1,4999,0.0,899.82,5898.82,2024-12-19,UPI,Cancelled
5310,1192,21,13,3,4,599,479.2,345.02,2261.82,2024-06-24,Credit Card,Completed
5311,1924,10,14,10,5,2999,749.75,2564.14,16809.39,2024-05-11,Credit Card,Returned
5312,1864,25,8,4,3,199,0.0,107.46,704.46,2024-06-09,Debit Card,Cancelled
5313,1010,10,7,4,1,2999,749.75,404.87,2654.12,2024-11-16,UPI,Cancelled
5314,1414,18,8,1,2,24999,12499.5,6749.73,44248.23,2024-03-13,Cash,Completed
5315,1856,2,14,9,1,89999,0.0,16199.82,106198.82,2024-11-15,Credit Card,Cancelled
5316,1501,24,9,1,5,28,7.0,23.94,156.94,2024-05-24,EMI,Cancelled
5317,1164,21,2,6,2,599,0.0,215.64,1413.64,2024-02-27,Net Banking,Cancelled
5318,1396,1,1,12,5,129999,32499.75,111149.14,728644.39,2024-04-01,Debit Card,Cancelled
5319,156,18,4,5,3,24999,0.0,13499.46,88496.46,2024-12-30,Net Banking,Completed
5320,329,12,3,2,2,8999,0.0,3239.64,21237.64,2024-04-22,UPI,Completed
5321,895,15,10,12,3,7999,0.0,4319.46,28316.46,2024-09-27,EMI,Completed
5322,343,13,8,1,1,12999,0.0,2339.82,15338.82,2024-07-24,Net Banking,Returned
5323,227,4,13,14,4,129999,155998.8,65519.5,429516.7,2024-07-29,EMI,Completed
5324,1952,20,1,6,3,3999,0.0,2159.46,14156.46,2024-06-19,Credit Card,Returned
5325,814,9,13,6,4,4999,4999.0,2699.46,17696.46,2024-04-29,UPI,Completed
5326,351,2,10,10,1,89999,22499.75,12149.86,79649.11,2024-12-17,Debit Card,Completed
5327,1313,1,5,1,3,129999,19499.85,66689.49,437186.64,2024-02-09,Cash,Returned
5328,576,25,2,2,3,199,0.0,107.46,704.46,2024-08-17,Debit Card,Completed
5329,6,17,5,15,3,8999,0.0,4859.46,31856.46,2024-10-07,Debit Card,Completed
5330,1903,16,8,2,2,5999,2999.5,1619.73,10618.23,2024-09-15,Debit Card,Completed
5331,926,20,8,2,1,3999,1199.7,503.87,3303.17,2024-12-01,EMI,Completed
5332,49,21,8,13,3,599,179.7,291.11,1908.41,2024-01-21,Debit Card,Returned
5333,476,11,6,1,1,1999,499.75,269.87,1769.12,2024-03-24,Net Banking,Completed
5334,931,21,10,15,2,599,0.0,215.64,1413.64,2024-10-07,Credit Card,Returned
5335,53,4,14,8,2,129999,0.0,46799.64,306797.64,2024-07-03,UPI,Completed
5336,1539,6,2,7,3,15999,0.0,8639.46,56636.46,2024-08-06,Credit Card,Completed
5337,1094,1,2,2,3,129999,0.0,70199.46,460196.46,2024-04-01,Debit Card,Completed
5338,822,11,2,3,4,1999,799.6,1295.35,8491.75,2024-08-31,UPI,Cancelled
5339,182,15,1,13,3,7999,7199.1,3023.62,19821.52,2024-06-29,Net Banking,Returned
5340,893,17,9,13,2,8999,0.0,3239.64,21237.64,2024-03-24,Debit Card,Completed
5341,918,24,11,1,3,28,8.4,13.61,89.21,2024-10-05,EMI,Completed
5342,1926,8,9,15,1,14999,0.0,2699.82,17698.82,2024-03-04,UPI,Completed
5343,1682,11,12,14,4,1999,1599.2,1151.42,7548.22,2024-08-25,Net Banking,Completed
5344,1848,3,10,11,2,114999,22999.8,37259.68,244257.88,2024-10-16,Net Banking,Cancelled
5345,60,4,8,2,5,129999,0.0,116999.1,766994.1,2024-02-18,Net Banking,Completed
5346,628,11,2,15,4,1999,0.0,1439.28,9435.28,2024-03-07,Credit Card,Cancelled
5347,422,18,1,9,3,24999,3749.85,12824.49,84071.64,2024-06-05,Net Banking,Returned
5348,1790,6,8,15,2,15999,4799.7,4895.69,32093.99,2024-04-07,EMI,Completed
5349,122,20,15,12,5,3999,0.0,3599.1,23594.1,2024-09-29,Debit Card,Returned
5350,1156,18,8,8,3,24999,22499.1,9449.62,61947.52,2024-09-12,Credit Card,Completed
5351,1961,6,10,7,2,15999,4799.7,4895.69,32093.99,2024-12-24,Net Banking,Cancelled
5352,1285,1,3,9,1,129999,6499.95,22229.83,145728.88,2024-10-21,Cash,Completed
5353,1364,14,4,15,3,3999,2399.4,1727.57,11325.17,2024-05-26,Cash,Completed
5354,546,5,11,15,2,29999,17999.4,7559.75,49558.35,2024-04-29,Debit Card,Cancelled
5355,1555,13,13,12,2,12999,1299.9,4445.66,29143.76,2024-11-04,UPI,Returned
5356,1502,18,7,15,4,24999,0.0,17999.28,117995.28,2024-03-20,Net Banking,Completed
5357,683,8,14,8,3,14999,0.0,8099.46,53096.46,2024-07-18,EMI,Completed
5358,116,4,7,14,2,129999,12999.9,44459.66,291457.76,2024-05-18,UPI,Completed
5359,537,23,15,5,1,449,67.35,68.7,450.35,2024-07-22,EMI,Completed
5360,524,23,6,6,4,449,89.8,307.12,2013.32,2024-07-24,Credit Card,Returned
5361,1140,14,3,7,2,3999,1199.7,1223.69,8021.99,2024-08-23,UPI,Completed
5362,566,9,6,12,1,4999,499.9,809.84,5308.94,2024-04-14,Debit Card,Completed
5363,1913,5,2,3,1,29999,7499.75,4049.86,26549.11,2024-06-22,Debit Card,Returned
5364,543,10,10,11,4,2999,1199.6,1943.35,12739.75,2024-03-26,UPI,Cancelled
5365,1136,18,12,10,2,24999,4999.8,8099.68,53097.88,2024-07-12,Credit Card,Returned
5366,225,12,2,6,5,8999,0.0,8099.1,53094.1,2024-03-03,Net Banking,Completed
5367,1541,16,11,6,3,5999,3599.4,2591.57,16989.17,2024-05-27,Credit Card,Returned
5368,1222,17,8,6,3,8999,6749.25,3644.59,23892.34,2024-04-14,Debit Card,Completed
5369,1335,20,10,15,4,3999,2399.4,2447.39,16043.99,2024-11-26,Cash,Completed
5370,738,8,14,1,1,14999,3749.75,2024.87,13274.12,2024-06-10,UPI,Completed
5371,755,21,2,15,2,599,119.8,194.08,1272.28,2024-09-02,Cash,Completed
5372,1879,22,15,8,1,299,44.85,45.75,299.9,2024-08-26,Cash,Completed
5373,533,11,12,7,1,1999,0.0,359.82,2358.82,2024-09-14,UPI,Completed
5374,515,13,5,8,4,12999,15598.8,6551.5,42948.7,2024-11-23,EMI,Completed
5375,1925,6,5,7,1,15999,0.0,2879.82,18878.82,2024-05-17,EMI,Completed
5376,28,14,7,13,1,3999,0.0,719.82,4718.82,2024-07-12,Cash,Cancelled
5377,847,8,12,15,3,14999,0.0,8099.46,53096.46,2024-03-16,UPI,Returned
5378,1870,16,10,2,4,5999,3599.4,3671.39,24067.99,2024-01-05,Net Banking,Completed
5379,1740,25,5,15,1,199,29.85,30.45,199.6,2024-10-24,UPI,Completed
5380,221,6,6,1,2,15999,1599.9,5471.66,35869.76,2024-02-11,Net Banking,Completed
5381,4,9,13,2,2,4999,2499.5,1349.73,8848.23,2024-03-25,Cash,Returned
5382,1109,14,13,15,2,3999,0.0,1439.64,9437.64,2024-02-27,Credit Card,Completed
5383,1135,13,15,3,3,12999,11699.1,4913.62,32211.52,2024-05-31,Credit Card,Completed
5384,76,15,10,13,4,7999,7999.0,4319.46,28316.46,2024-09-15,Debit Card,Completed
5385,67,2,11,3,3,89999,0.0,48599.46,318596.46,2024-05-22,Debit Card,Completed
5386,528,13,1,15,2,12999,6499.5,3509.73,23008.23,2024-03-27,Credit Card,Cancelled
5387,1729,18,15,14,1,24999,3749.85,3824.85,25074.0,2024-10-23,Debit Card,Completed
5388,1063,23,15,11,5,449,224.5,363.69,2384.19,2024-08-21,Debit Card,Cancelled
5389,964,23,7,7,4,449,538.8,226.3,1483.5,2024-03-28,Cash,Completed
5390,59,11,6,15,4,1999,1999.0,1079.46,7076.46,2024-12-03,Cash,Cancelled
5391,1095,7,7,15,4,12999,0.0,9359.28,61355.28,2024-08-28,Debit Card,Cancelled
5392,1282,4,1,12,5,129999,32499.75,111149.14,728644.39,2024-11-05,Debit Card,Cancelled
5393,1378,18,2,11,1,24999,2499.9,4049.84,26548.94,2024-04-27,Cash,Completed
5394,1998,8,6,14,1,14999,0.0,2699.82,17698.82,2024-09-28,Debit Card,Returned
5395,1296,14,10,13,4,3999,0.0,2879.28,18875.28,2024-11-12,Net Banking,Completed
5396,732,10,11,15,4,2999,0.0,2159.28,14155.28,2024-09-05,Debit Card,Completed
5397,1633,6,2,2,1,15999,4799.7,2015.87,13215.17,2024-05-28,Credit Card,Completed
5398,339,22,3,13,3,299,89.7,145.31,952.61,2024-02-23,Cash,Completed
5399,1795,5,14,9,3,29999,8999.7,14579.51,95576.81,2024-02-01,Cash,Completed
5400,1611,20,11,8,3,3999,2399.4,1727.57,11325.17,2024-07-10,Credit Card,Completed
5401,323,9,11,8,4,4999,4999.0,2699.46,17696.46,2024-10-29,Debit Card,Completed
5402,1686,15,12,14,3,7999,3599.55,3671.54,24068.99,2024-08-22,Credit Card,Completed
5403,1793,9,9,12,2,4999,1499.7,1529.69,10027.99,2024-02-08,Credit Card,Completed
5404,1932,11,14,10,4,1999,1999.0,1079.46,7076.46,2024-10-30,EMI,Completed
5405,169,22,8,11,2,299,0.0,107.64,705.64,2024-09-02,Cash,Cancelled
5406,1860,6,10,9,5,15999,15999.0,11519.28,75515.28,2024-06-16,Credit Card,Completed
5407,1611,20,7,15,3,3999,0.0,2159.46,14156.46,2024-03-13,UPI,Completed
5408,1362,17,6,9,1,8999,2249.75,1214.87,7964.12,2024-01-01,UPI,Returned
5409,538,25,2,11,5,199,0.0,179.1,1174.1,2024-03-06,Debit Card,Completed
5410,850,19,12,11,4,4999,2999.4,3059.39,20055.99,2024-04-23,EMI,Returned
5411,698,3,12,7,5,114999,143748.75,77624.32,508870.57,2024-07-11,EMI,Completed
5412,684,6,10,10,4,15999,0.0,11519.28,75515.28,2024-06-08,Credit Card,Cancelled
5413,890,24,3,1,3,28,0.0,15.12,99.12,2024-09-18,Debit Card,Completed
5414,46,13,13,8,2,12999,2599.8,4211.68,27609.88,2024-07-27,UPI,Completed
5415,1080,20,8,15,4,3999,799.8,2735.32,17931.52,2024-08-17,Credit Card,Returned
5416,368,21,7,12,5,599,149.75,512.14,3357.39,2024-12-03,Credit Card,Cancelled
5417,1040,2,5,4,5,89999,0.0,80999.1,530994.1,2024-09-03,UPI,Completed
5418,99,8,4,8,1,14999,4499.7,1889.87,12389.17,2024-07-10,Debit Card,Completed
5419,178,17,11,10,2,8999,3599.6,2591.71,16990.11,2024-11-30,Net Banking,Completed
5420,1362,6,11,1,5,15999,3999.75,13679.14,89674.39,2024-02-14,Credit Card,Completed
5421,1865,18,9,2,2,24999,0.0,8999.64,58997.64,2024-01-17,Cash,Completed
5422,1905,14,8,14,4,3999,3999.0,2159.46,14156.46,2024-08-25,Net Banking,Completed
5423,1748,14,6,15,4,3999,1599.6,2591.35,16987.75,2024-07-01,Debit Card,Completed
5424,678,20,15,2,2,3999,799.8,1295.68,8493.88,2024-09-15,UPI,Returned
5425,678,23,5,7,3,449,0.0,242.46,1589.46,2024-02-25,UPI,Completed
5426,782,20,4,11,3,3999,599.85,2051.49,13448.64,2024-04-30,UPI,Returned
5427,1267,24,13,5,2,28,2.8,9.58,62.78,2024-04-06,EMI,Completed
5428,422,12,11,3,3,8999,8099.1,3401.62,22299.52,2024-06-10,Debit Card,Cancelled
5429,1609,1,8,1,2,129999,51999.6,37439.71,245438.11,2024-05-08,UPI,Completed
5430,284,14,1,13,4,3999,1599.6,2591.35,16987.75,2024-02-24,Debit Card,Cancelled
5431,253,24,14,10,3,28,25.2,10.58,69.38,2024-09-01,Net Banking,Completed
5432,220,14,5,8,3,3999,0.0,2159.46,14156.46,2024-08-20,EMI,Returned
5433,929,8,1,6,5,14999,7499.5,12149.19,79644.69,2024-01-28,Net Banking,Returned
5434,671,16,15,6,3,5999,0.0,3239.46,21236.46,2024-12-07,UPI,Completed
5435,469,24,13,12,5,28,7.0,23.94,156.94,2024-08-20,Net Banking,Completed
5436,330,12,9,6,5,8999,4499.5,7289.19,47784.69,2024-09-28,Cash,Returned
5437,1831,3,10,10,5,114999,86249.25,87974.24,576719.99,2024-02-12,Net Banking,Cancelled
5438,1486,11,10,3,5,1999,999.5,1619.19,10614.69,2024-06-09,Net Banking,Cancelled
5439,601,10,7,9,3,2999,0.0,1619.46,10616.46,2024-05-01,Cash,Completed
5440,62,9,2,12,2,4999,999.8,1619.68,10617.88,2024-03-20,EMI,Returned
5441,770,16,9,12,3,5999,1799.7,2915.51,19112.81,2024-09-09,UPI,Completed
5442,1029,19,8,15,5,4999,3749.25,3824.23,25069.98,2024-01-24,UPI,Cancelled
5443,617,13,8,2,5,12999,3249.75,11114.15,72859.4,2024-08-04,Net Banking,Completed
5444,1554,21,6,2,2,599,359.4,150.95,989.55,2024-12-23,UPI,Completed
5445,1634,23,5,3,4,449,449.0,242.46,1589.46,2024-12-30,UPI,Cancelled
5446,1015,8,5,14,1,14999,749.95,2564.83,16813.88,2024-02-24,Net Banking,Completed
5447,454,22,5,1,4,299,0.0,215.28,1411.28,2024-12-16,EMI,Completed
5448,790,9,6,15,3,4999,0.0,2699.46,17696.46,2024-09-06,Debit Card,Completed
5449,1327,6,12,15,2,15999,0.0,5759.64,37757.64,2024-10-14,Net Banking,Completed
5450,1408,17,6,3,3,8999,0.0,4859.46,31856.46,2024-08-04,Net Banking,Returned
5451,1916,17,2,12,3,8999,6749.25,3644.59,23892.34,2024-02-26,EMI,Completed
5452,748,14,11,14,1,3999,799.8,575.86,3775.06,2024-07-31,Cash,Returned
5453,1826,10,1,8,4,2999,599.8,2051.32,13447.52,2024-07-17,Debit Card,Completed
5454,1310,1,6,12,3,129999,0.0,70199.46,460196.46,2024-12-22,Net Banking,Completed
5455,1769,3,4,7,5,114999,86249.25,87974.24,576719.99,2024-07-31,Credit Card,Completed
5456,270,9,15,12,1,4999,1499.7,629.87,4129.17,2024-03-17,Debit Card,Completed
5457,1244,13,2,5,1,12999,0.0,2339.82,15338.82,2024-11-24,EMI,Completed
5458,1851,19,8,10,5,4999,4999.0,3599.28,23595.28,2024-10-23,Net Banking,Returned
5459,623,17,8,15,5,8999,8999.0,6479.28,42475.28,2024-04-11,UPI,Returned
5460,871,8,1,12,2,14999,7499.5,4049.73,26548.23,2024-11-17,UPI,Completed
5461,1452,7,7,6,2,12999,3899.7,3977.69,26075.99,2024-10-15,EMI,Completed
5462,865,9,3,8,1,4999,0.0,899.82,5898.82,2024-03-09,Net Banking,Completed
5463,831,19,15,1,1,4999,1249.75,674.87,4424.12,2024-07-18,Credit Card,Completed
5464,1543,20,2,15,4,3999,799.8,2735.32,17931.52,2024-08-26,EMI,Cancelled
5465,35,17,6,12,2,8999,3599.6,2591.71,16990.11,2024-01-03,Net Banking,Completed
5466,356,7,1,14,2,12999,3899.7,3977.69,26075.99,2024-08-01,Net Banking,Completed
5467,1314,24,6,15,4,28,16.8,17.14,112.34,2024-07-19,Cash,Cancelled
5468,593,6,13,15,3,15999,0.0,8639.46,56636.46,2024-01-01,Debit Card,Completed
5469,1717,23,1,7,2,449,224.5,121.23,794.73,2024-04-14,UPI,Completed
5470,1541,5,5,15,2,29999,14999.5,8099.73,53098.23,2024-06-04,EMI,Completed
